,資料類別,編號,content,Unit,修正後區域標記,修正後情緒標記,subject1,subject2,subject3,subject4,subject5,reCheckedEmotion,reCheckedsubject,freq
2616,2020部門,8849,劉議員馨正：我看到你們的業務報告並沒有涉及到任何旗美地區，好像旗美地區不需要做任何的都市發展規劃，我覺得在施政過程裡面，旗美地區一直被排除在外，好像不存在一樣。我在這裡有幾項想請教一下，不曉得在座的各位委員有沒有人沒去過美濃的？沒有去過的請舉手，好，都去過。你們有沒有看到美濃區公所外面全部都是鐵皮屋，這樣的地方不需要規劃和發展嗎？據我所知，到現在為止，美濃所有都市計畫的細部計畫都已經取消，好像只剩下一個。前不久有一位順過來到我們都發局想要申請重劃，結果也被打回票，現在他的土地也閒置在裡面，因為沒有做重劃，也沒有辦法利用，美濃就這樣被擺爛在那邊嗎？不需要做規劃，我覺得非常的奇怪，這樣的問題是不是請局長答復一下？主席（李議員順進）：請都委會李委員答復。都市計畫委員會李委員怡德：業務報告和議會報告裡面沒有出現美濃地區，並不代表大家沒有在關心旗美地區，而是說從上個會期到現在，我們審議了哪些案子？劉議員馨正：那麼你講一下，為什麼到現在為止，美濃的都市計畫整個被取消？那個都市細部計畫拿過來要申請重劃，但是你們說已經取消了，為什麼會退回來？都市計畫委員會李委員怡德：被退回來，我不知道議員指的是什麼？劉議員馨正：公9。都市計畫委員會李委員怡德：向議員報告，美濃在去年5月份的時候，它有辦第二次通盤檢討的第二階段，其中有17處的公共設施用地，後來我們大概有請地政局針對整體開發區重劃的可行性來進行評估，在這評估裡會有看哪些從整體開發重劃是可行的、哪些是不可行的？結果有8處的整體開發區受到限制，因重劃不可行而把它解除，其他就是…。劉議員馨正：只剩下一個地方嘛！〔是。〕是不是美濃不需要再做重劃？通盤檢討整個取消了，要到什麼時候才可以開始？我覺得這個部分要好好重新去思考一下，不然的話就擺爛在那邊，要發展也沒有辦法發展？人家也主動提出來了。都市計畫委員會李委員怡德：這個向議員報告，就是有些都市計畫的原意是希望要透過整體開發去…。劉議員馨正：對啊！它要整體開發啊！他也提出來了。都市計畫委員會李委員怡德：並沒有提出來，提出來就是重劃不可行，放在那邊也都一直沒有開發，也有些當地人陳情說，…。劉議員馨正：我是希望大家認真去思考，他現在也提出公9，前不久他來告訴我，如果你不重劃，裡面整塊的土地都不能利用，美濃就擺爛在那邊，我覺得應該要重新思考一下。剛剛局長講那8個都取消掉了，只剩下1個，希望大家好好去重新思考一下。,"['高雄市美濃區公所', '高雄市都市計畫委員會', '高雄市政府地政局', '高雄市政府都市發展局']",0,2,17, , , , ,0,17,188
1042,2020市總,4253,再來一個是我們美術館地區，這些都是社區的大事情，這些大事情，那麼美術館地區要增設國小，那當然這個美術館社區，叫龍水里，這個里從我第一次選舉的二、三千人；到第二次選舉，已經1萬人左右，那聽說最近已經將近2萬人了，所以它的人口膨脹的速度，非常非常得快。請教教育局局長，我想這個現在好像不增設新校了，主要是希望用遷校的方式，是不是準備用遷校的方式在做處理？教育局蔡局長清華：跟連議員報告，原先是有三個案子，那大致上的話，是不是各遷一個學校，或者是遷兩個學校來合併成一個新的學校。連議員立堅：其實我對遷那個學校，或者要用遷校，或是設新校，我們其實沒有意見，我是開放的，〔是。〕你要遷哪一間，我也沒有意見，只要你的過程是公開的，讓大家都有參與，這就OK。那我現在最重視的一個問題是什麼？真的有需要，所以我要請教一個關鍵的問題，就是剛剛那個問題，明年是不是會開始編列預算去做，會不會完成這種包括你遷校的評估，或者是新設學校的評估之後，開始編列預算，有沒有這樣的規劃。教育局蔡局長清華：我想連議員也了解，我們最近剛剛進行由中山國小；還有九如國小就他的家長，還有社區民眾做調查。連議員立堅：你直接回答，這個待會還會問你。教育局蔡局長清華：我們明年度會用我們局裡面的剩餘款，我們來進行規劃的這樣子的一個動工。連議員立堅：會開始進行規劃了，〔是。〕我希望它重點只有這一個，就是人那麼多了，〔是。〕結果把它幾鄰拆到九如國小、幾鄰拆到鼓岩國小、一些拆到中山國小、一些拆到龍華國小，現在是這樣處理，〔是。〕但是這個很明顯的，對於這樣子的一個最好的社區，我覺得這不是一個合理的做法。再來是九如國小和中山國小，昨天下午我也跟你要到資料，現在你看看，九如國小有59.6％的人贊成，沒有意見的是19.9％；中山國小55.2％贊成，沒有意見的23％，加在一起，兩個剛好差不多，78％對79％，如果像這樣你到底要選哪一個？局長，你說說看，兩邊的家長都在問我。教育局蔡局長清華：因為兩所學校贊成的比例都接近，現在局裡面針對這兩所學校的學區，包括美術館特區的這些居民，我們會來進行調查。連議員立堅：沒關係，將來的名稱是不是遷校的同一個名稱？教育局蔡局長清華：名稱由學區家長來進行討論應該會比較周延一點。連議員立堅：這個我再來質詢，主要是讓所有美術館特區的民眾知道市政府在這個部分的態度。,"['高雄市政府教育局', '高雄市立鼓岩國民小學', '高雄市立中山國民小學', '高雄市立龍華國民小學', '高雄市立九如國民小學', '高雄市立美術館']",0,2,16, , , , ,1,16,129
2197,2020部門,7059,農業局長，你記得上次我跟你建議紅豆的事嗎？以我的瞭解， 昨天報紙報導農糧署已經要讓我們地方自己去處理，我不知道你現在這個時間是怎麼訂定？因為紅豆方面，如果沒有在 9 月中旬之後去栽種…，我們這裡是比照台南，是不是這樣？之前是比照台南嘛，現在是農糧署已經是由地方自己做決定了，農業局長。主席（林議員富寶）：蔡局長。農業局蔡局長復進：洪議員一向很重視紅豆的這個時間， 剛才洪議員所講的， 說報紙有沒有？洪議員秀錦：對。農業局蔡局長復進：因為農糧署還沒有核示下來，公文都還沒有下來。洪議員秀錦：什麼？農業局蔡局長復進：公文還沒下來，它是一個策略。洪議員秀錦：對，如果公文下來呢？ 農業局蔡局長復進：不是，我跟洪議員報告，讓我說明一下，好嗎？那是大家在開會。那麼根據洪議員所說的這個，我們內部已經有開過會，就是針對我們的紅豆， 我們有兩期的休耕。洪議員秀錦：對。農業局蔡局長復進：第一期就是 2 月 1 日到 5 月 31 日， 這是我們自己訂的。第二期是 6 月1 日到 9 月 30 日，所以到 9 月 30 日時候，我們剛好可以在 10 月初種紅豆。所以說如果現在發生一個問題，跟洪議員報告，最近才和農會、和農民朋友探討，如果和屏東萬丹也一樣、大寮也一樣、美濃也一樣，慘了！ 改天那個割豆機可能不夠，所以變成說我們和大寮現在在檢討，不夠的情況下，紅豆如果讓它太熟，就麻煩了，再買又划不來，所以大寮現在…。洪議員秀錦：局長，不過我瞭解我們那裡的農民，你們都希望紅豆最晚就是 9 月底。農業局蔡局長復進：對。洪議員秀錦：對啊，如果像你現在這樣講的話，那還不是一樣嗎？農業局蔡局長復進：不是，洪議員，我剛才不是跟你說，我們已經訂符合農民的要求在 9 月底，9 月 30 日。洪議員秀錦：對嘛！ 農業局蔡局長復進：現在訂的是這樣。洪議員秀錦：現在就是比照屏東那邊嘛！農業局蔡局長復進：屏東還要再早一點，不然我們的割豆機改天會再產生像今年割稻機一樣的情形。洪議員秀錦：是。農業局蔡局長復進：所以說也有符合洪議員你的意思，在 9 月 30 日。,['高雄市政府農業局'],0,3,20, , , , ,1,20,99
2568,2020部門,8673,主席（康議長裕成）：接著請曾議員麗燕、方議員信淵和總召曾議員俊傑，三位聯合質詢，時間45分鐘。曾議員俊傑：我的選區就是在鐵道沿岸邊的選民都很樂見鐵路地下化。鐵路地下化將於民國106年通車，對於沿岸未來的發展，我相信周邊的居民都給予非常大的期待。在這邊要針對市地重劃第71期，這個重劃區陳副市長應該比較清楚了解，等一下就請陳副市長來回答。要向市長報告的是，其實這些重劃區好不容易可以重劃，因為兩邊的居民長期受到火車經過產生的噪音及空氣污染的影響，好不容易現在已經鐵路地下化並重新進行景觀的改造。重劃當然會帶動地方經濟的發展，我要幫地主向市長陳情，經過都發局的規畫後，很多地主都不知道，雖然之前有公告，但是一般來講地主並不清楚，等到召開公聽會要拆除建築物時，他們才知道事態嚴重開始緊張，包括前火車站的博愛里，如果依照規畫重劃下去，可能有21戶的居民建築物會被拆除，這些房子大約只有二十幾坪而已，如果你拆掉7坪或8坪時，以後這要怎麼居住？我相信未來的徵收金可能也不夠補償。我希望未來這塊地方能夠有所伸縮，因為50米的廊道已經足夠，包括未來自由路要打通至復興路，在後火車站這裡就必須拆除一棟公寓，這棟公寓一共有9戶，透天厝總共有2間。未來打通至復興路後，還需要拓寬，並且也會拆除9戶的騎樓；達勇里這裡也必須拆除9戶，長明里這裡也需要拆除2戶。每位地主都擔心不已，辛苦賺錢所買的房子，卻要配合政府的拆除，我相信他們現在心裡都很惶恐。本來要一起到議會向市長陳情，我私底下已經先和陳副市長討論過了，因為時間有限，無法陳述太多。這幾天我再找時間帶民眾去向陳副市長說明清楚並尋求解決方法，希望陳副市長能夠幫民眾解決問題，因為問題很嚴重，他只有三個重點，如果能夠縮減3公尺，搞不好這些房子就不需要拆除了；如果道路不要拓那麼寬，可能那9戶的居民就不需要拆那麼多。這裡還有一間媽祖廟－朝安宮，這是博愛里居民的信仰中心，未來也可能面臨到拆除的運命，所以這個很重要。陳副市長我會再和你約時間，一同和這些地主做協調。,['高雄市政府都市發展局'],0,3,5,17, , , ,1,5,334
1577,2020市總,5403,再來我要講燕巢中安路公所前面與中民路的開闢，因為這一條路每一次在燕巢選鄉長的時候，每一個鄉長選舉都說要開闢那一條道路，結果好幾任鄉長到現在都沒有開闢，在我的選舉的時候我也沒有說到這件事情，只是我選舉之後百姓一直向我說這一件事情，所以這三、四年來我一直在追蹤這一件，因為我們最近有到地方了解民意說要開闢的問題，是不是大家有同意，我相信地主會比較反彈，希望這個問題我們來協助溝通，市政府能夠透過邱議瑩立委向中央討論生活圈的經費，我們要極積規劃這條道路開闢完成，因為燕巢中興路沿線幾乎要飽和了，因為上下班時間車輛很多，市長針對這件有什麼意見？是不是能開闢？這件已有初步的規劃。主席（蔡副議長昌達）：都發局，請答覆。都市發展局盧局長維屏：翁議員一直很關心，這條路算是外環道，可以避免市區的壅塞，這我們都了解，我就先納入這次燕巢的通盤討論，因為這條路有三分之二是都市計畫範圍內的農業區，我先納入通盤討論來處理，三分之一是在非都市計畫範圍內，這可能比較慢，都市計畫範圍內的先納入再說，同時用地取得補償費、開闢費應該超過兩億，所以工務局也會同步盡量跟中央爭取到預算，我們先這樣處理。翁議員瑞珠：這條的總經費要三億多，我希望透過邱議瑩立委將計畫規劃出來，我請邱議瑩立委跟中央到現場再會勘一次，請邱議瑩立委來爭取市政府配合款。,"['高雄市政府工務局', '高雄市政府都市發展局']",0,3,0, , , , ,1,0,333
2848,2020部門,9928,都市計畫委員會王委員啟川：有關剛才所提到的，第一個就是興仁棒球場的那個部分，它原來是學校用地，一開始就學校用地，所以沒有公園綠地，原來就是學校用地。〔…。〕對。〔…。〕沒有，它原來是用地。〔…。〕對，這個案子因為配合，〔…。〕對，就剛才有提到的，就是因為整個在經貿園區裡面，也在整個輕軌沿線，配合輕軌整個財務上跟整體發展的需要，所以它有變更為商業區，裡面也保留部分的停車場用地。〔…。〕因為當初考慮到整個周邊的開發，還有輕軌上的需要，所以它變更部分為商業區，部分為…，〔…。〕兒童公園就沒有在當初變更的部分，經過通盤考慮之後是這樣的考慮，所以…，〔…。〕基本上當然是有考慮到，第一個就是有10％的公共設施用地優先，他是考慮先做停車場，先劃設停車場。〔…。〕對。〔…。〕第二個，當然是整個整體開發上的需要；第三個就是我們當初有要求他將來在建築這個部分應該要有適當的退縮設計，所以上次在公聽會的時候有邀請捷運局將來在設計上，也把設計和公共空間做適當考慮，上次在公聽會裡面，陳議員有請捷運局做這樣的考慮，捷運局將來在整體規劃設計時，是不是也把這個部分納入整個設計去做處理。,['高雄市政府捷運工程局'],0,3,17, , , , ,1,17,188
2164,2020部門,6950,另外這個要拜託民政局和社會局配合一下，日前我問過地政局，現在所有的地價都要變動了，我問他土地徵收是何時，他說大約要到民國300年才能徵收完畢。有那些土地的人是沒辦法申請低收入戶的，你聽得懂嗎？另外，最重要的是現在所有的地價都要重新調整，調整之後，只要超過500萬的就不能領了，你知道嗎？請民政局長回答。主席（鄭議員光峰）：曾局長，請回答。民政局曾局長姿雯：謝謝鄭議員…。鄭議員新助：這個你們里幹事都在調查，財產都超過了，現在又要重新編訂地價了。民政局曾局長姿雯：它確實是區公所第一線的業務，就是對社會補助、社會福利的部分，所以這個部分，我們會和社會局做個配合，看要怎樣去協助。鄭議員新助：現在還有一些尚未徵收的，我日前問他時，說差不多在民國300年才有辦法徵收完畢，就是現在的高雄縣市，有那些土地的人就沒辦法申請低收入戶。不但是這樣子，現在還說要把地價調整和市價一樣，中央已經發布了，你知道嗎？這樣一來，只要超過500萬的，高雄市那些低收入戶屆時將會刪掉一半，你對這個問題有清楚嗎？民政局曾局長姿雯：這個問題我知道，但是實際個案的部分，區公所的第一線會協助他，至於會徵收的部分，因為他有個期程，但是，他如果因為這樣子而讓他的權益有受損，我們再來協助他，我和社會局這邊來商討。鄭議員新助：拜託法制局能就這個幫忙來解套，看看你能不能活到300歲，我是很快就死了，那個怎麼可能再等二百年後，來領那筆3，000元的呢…。民政局曾局長姿雯：好。主席（鄭議員光峰）：謝謝鄭新助議員，那個委屈是不是我們秘書處的黃處長把資料查清楚，黃處長，你把資料弄清楚再回覆給他。,"['高雄市政府民政局', '高雄市政府社會局', '高雄市政府地政局', '高雄市政府法制局']",0,3,17,4, , , ,1,17,188
1990,2020市總,6278,將城市美學融入我們的地下道，岡山地下道的情況在這幾天，許多臉書的群組上面，都讓大家來做討論，我想不分黨派的議員也都在上面表示關心，我想這區的議員，應該總質詢都會跟大家討論到這個問題。之前在上個禮拜，我跟高閔琳議員也有提到，我想在這裡，我也不吝這個機會，再跟我們的工務團隊來做個就教。這是我們岡山火車站，行人地下道，岡山有三座，這種地下道會讓人害怕，為什麼？不夠明亮不夠乾淨，看看新竹的行人地下道，新竹做的到，我相信高雄市也做的到。他們甚至被一些新人用來做婚攝的場所，這是台南的行人地下道，這都是一樣，我想這個東西都是工務團隊要不要去做？有沒有心去做。工務局長，有沒有辦法做到這個程度，岡山來做個示範，這三個地下道，我們在近期內可不可以做一個讓市民朋友耳目一新的觀感，讓我們的地下道小朋友都敢通過。局長做個說明。主席（蔡副議長昌達）：局長請答復。工務局蔡局長長展：謝謝陳議員，我們目前已經針對這三個地下道，現有的一些像燈光等等，一些現況損壞的設備有做了修護，議員剛提到的一個方向，我們同事也在相關的質詢過後，就是前面幾次議員相關質詢過後，我們有進行檢討。未來當然我們會視財源把整個地下道的環境，做一個最基本上的一些友善環境的改善，會朝這個方向來努力。陳議員政聞：局長，你這回答我可以接受，但還是很官方啦！，你們所謂的增加亮度，黃的讓它更黃，我剛剛說城市美學，不是只有讓它與舊的換新的，那種東西就是會讓人害怕，就黃昏的感覺，昏暗的感覺，你看也是這樣啊！有啊！變比較亮，是黃的讓它更黃亮，你看跟別人比起來，我講的就是乾淨、明亮，好不好？工務局蔡局長長展：我們這個部分會整體來做的設計。陳議員政聞：什麼時候可以來做好。工務局蔡局長長展：我們先基本上的一些規劃，有一個成果，是不是我們先開個類似規劃說明會，聽一下地方上的一些意見，有些企業他基本上也是蠻願意認養一些地下道的一些相關的美化，所以這個部分，我們也會朝這方面去類似募款。陳議員政聞：好，局長，我希望你在近期內趕快把這說明會做起來，說明會的時間要讓本席知道，好，你請坐。,['高雄市政府工務局'],0,3,0, , , , ,1,0,333
20,2021市總,81,再來就是高雄左營站轉運專用區，這個就是高雄左營站，西側有一塊專用土地，要讓人家做BOT投資的，但是到現在都沒有標出去，它到底是什麼原因？本席不知道，它的營運是合約50年，採甄選式投資審查跟綜合審查，得標者須繳一筆權利金，這個部分是中央跟市政府合作的，對不對？交通局局長，這個是不是？主席（許議長崑源）：請交通局局長回答。交通局鄭局長永祥：謝謝陳議員對於左營轉運站的關心。這個就是在高鐵站靠近台鐵後面的那塊地，大概是1萬3，200平方米的土地。陳議員善慧：對，這塊…。交通局鄭局長永祥：這部分的確是交通部鐵道局在負責，因為這個是屬於轉運區專用地，是交通部鐵道局在負責民間的招商，在去年的10月31日，它已經公告第一次的民間招商，但是就如同議員所提到的，它在1月底結束的時候，目前還沒有廠商進來投標，應該是星期一的時候，我也有去拜訪鐵道局局長針對這個專用區，怎麼樣去提供一個比較好的招商條件，這部分已經在研議了。目前他們是希望能夠再把這個權利金，或者一些比較好的招商條件，提供出來以後，他們要做財務上的試算，希望在5月的時候能夠提出第二次的招商。陳議員善慧：好，這塊地很寬，也可以舒緩交通，現在你看雜草叢生，希望我們可以趕快把地招商出去。再來，楠梓百慕達三角洲，這個是交通的問題，我以前在部門質詢的時候有講過了，我稍微講一下，這整個地方，騎車也好、開車也好，不知道到底要騎去哪裡才好，我們很多位左楠的議員都在關心這一塊。市長、交通局這裡再幫忙注意一下。,['高雄市政府交通局'],0,3,5,19, , , ,1,5,334
2612,2020部門,8830,主席（曾議員麗燕）：李局長請答復。都市發展局李局長怡德：剛才議員提到的是寶珠溝附近有3塊農業區嗎？〔對。〕那應該是所謂的農26。〔對。〕之前並不是說沒有想法或沒有規劃，之前我確實是在八十幾年，88年還是89年那時候曾經有提出這樣的變更想法。〔好。〕後來因為地主之間有非常分歧、非常歧異的看法，所以後來的裁示就是先讓它先維持農業區。黃議員柏霖：那也是二十年前的事，現在105年了，對不對？都市發展局李局長怡德：88年，十幾年前。黃議員柏霖：所以現在時代已經在進步了，是不是你們沿著你們的躍進，把這個部分列入你們的工作計畫？都市發展局李局長怡德：不過這個農業區的部分，我之前已經有跟議員討論過、跟議員說明過，都市計畫區內的農業區以現在的範圍，各方的意見、看法不一樣，很多人認為是把它當成都市的擴充地區，有些人是認為說都市計畫區劃農業區有一定的功能，希望不只是在農業生產自給自足的概念之下或是…。黃議員柏霖：那個地方根本不可能做農業生產使用。都市發展局李局長怡德：我懂，我只是跟議員據實以報各方的看法。黃議員柏霖：我知道，因為你要看實用性，那個範圍那麼小，而且沒有水源。都市發展局李局長怡德：現在我跟議員說的是我們在實務上、在審議上…。黃議員柏霖：我知道，就是起碼把它放入一個案子，我們慢慢來研究。〔是。〕因為你剛講二十年前，二十年已經有很大的變化，光是三民區的變化也很大，好嗎？這個部分，你們再研究。都市發展局李局長怡德：這個我們來研議。黃議員柏霖：列入一個案子，好不好？,['高雄市政府都市發展局'],0,3,17,20, , , ,1,17,188
1442,2020市總,5107,"李議員長生但是我要向你解釋，這一條路其實不必經過都市計畫通過，當時都市計畫只通過82公頃而已，那裡並沒有通過，開闢這一條道路和那塊濕地有什麼關係呢？只有82公頃，這條道路又是既成道路，有什麼關係呢？我說重點，現在外面有很多流言，可不可信我不知道，但是聽說劉副市長在阻撓開闢這條道路，得到消息的隔天，很多賞鳥協會及什麼協會就上報，今天跟環評有什麼相關的問題嗎？市長，你有沒有印象？前年101年的茄萣烏魚節，你告訴本席：「這條路是由你們自己做環評，差不多需要三、四個月的時間。」我說：「非常感謝市長，給你六個月好不好？」結果現在拖了一年多。表示不管是誰，市政府裡面一定有人在其中阻撓，劉副市長是高雄市環保審查委員會的主任委員；今天誠毅紙器1,200公頃的魚塭規劃做25公頃的工業區，你都批准、有條件通過；反而1-4道路，你卻拖延這麼久，鄉親怎麼能諒解？不然怎會來了六、七百個鄉親，請劉副市長答覆，是不是你在阻擋？是要如何讓它通過？主席（許議長崑源）請劉副市長答覆。劉副市長世芳我是環境影響評估委員會的主席，市長剛才向議員報告，這是個合議制，不是我個人能決定，我也向各位報告，在環境影響評估審查過程中有三次環評小組的會議也都到現場去看過，也把所有的意見，包括在地的很多居民代表，可以到環評大會來做意見的表述，因為裡面有些資訊不夠清楚，我們市政府的審查小組要求提案單位，繼續提供較好的資料送來環評大會做審查，這部分絕對是合議制，不是由我個人決定。",[],0,2,0, , , , ,0,0,333
